,Source IP address,Source port number,Destination IP address,Destination port number,Transaction protocol,"Indicates to the state and its dependent protocol, e.g. ACC, CLO, CON, ECO, ECR, FIN, INT, MAS, PAR, REQ, RST, TST, TXD, URH, URN, and (-) (if not used state)",Record total duration,Source to destination transaction bytes ,Destination to source transaction bytes,Source to destination time to live value ,Destination to source time to live value,Source packets retransmitted or dropped ,Destination packets retransmitted or dropped,"http, ftp, smtp, ssh, dns, ftp-data ,irc  and (-) if not much used service",Source bits per second,Destination bits per second,Source to destination packet count ,Destination to source packet count,Source TCP window advertisement value,Destination TCP window advertisement value,Source TCP base sequence number,Destination TCP base sequence number,Mean of the ?ow packet size transmitted by the src ,Mean of the ?ow packet size transmitted by the dst ,Represents the pipelined depth into the connection of http request/response transaction,Actual uncompressed content size of the data transferred from the server’s http service.,Source jitter (mSec),Destination jitter (mSec),record start time,record last time,Source interpacket arrival time (mSec),Destination interpacket arrival time (mSec),"TCP connection setup round-trip time, the sum of ’synack’ and ’ackdat’.","TCP connection setup time, the time between the SYN and the SYN_ACK packets.","TCP connection setup time, the time between the SYN_ACK and the ACK packets.","If source (1) and destination (3)IP addresses equal and port numbers (2)(4)  equal then, this variable takes value 1 else 0",No. for each state (6) according to specific range of values for source/destination time to live (10) (11).,No. of flows that has methods such as Get and Post in http service.,If the ftp session is accessed by user and password then 1 else 0. ,No of flows that has a command in ftp session.,No. of connections that contain the same service (14) and source address (1) in 100 connections according to the last time (26).,No. of connections that contain the same service (14) and destination address (3) in 100 connections according to the last time (26).,No. of connections of the same destination address (3) in 100 connections according to the last time (26).,No. of connections of the same source address (1) in 100 connections according to the last time (26).,No of connections of the same source address (1) and the destination port (4) in 100 connections according to the last time (26).,No of connections of the same destination address (3) and the source port (2) in 100 connections according to the last time (26).,No of connections of the same source (1) and the destination (3) address in in 100 connections according to the last time (26).,"The name of each attack category. In this data set , nine categories e.g. Fuzzers, Analysis, Backdoors, DoS Exploits, Generic, Reconnaissance, Shellcode and Worms",0 for normal and 1 for attack records
965,175.45.176.1,15357,149.171.126.16,445,tcp,FIN,0.356273,1120,690,254,252,3,2,-,23060.9668,13562.63379,12,8,255,255,1428227635,4168667642,93,86,0,0,1608.254623,66.719617,2015-01-22 13:11:04,1421932265,30.458729,49.11357,0.060675,0.012473,0.048202,0,1,0,0,0,2,1,1,1,1,1,1,DoS,1
966,175.45.176.1,14115,149.171.126.17,80,tcp,FIN,0.334474,798,1218,62,252,2,2,-,17197.15234,25496.75,10,8,255,255,2392496502,3040897854,80,152,0,0,1816.225064,62.032711,2015-01-22 13:11:06,1421932267,37.163778,43.581855,0.082164,0.028779,0.053385,0,1,0,0,0,2,1,1,5,1,1,1,DoS,1
967,175.45.176.2,29028,149.171.126.11,80,tcp,FIN,0.224308,812,1222,62,252,2,2,-,26071.29492,38161.8125,10,8,255,255,3725022336,170619422,81,153,0,0,1335.281247,43.021395,2015-01-22 13:11:33,1421932293,24.923111,26.971285,0.025544,0.017076,0.008468,0,1,0,0,0,2,1,1,1,1,1,1,DoS,1
968,175.45.176.1,123,149.171.126.17,123,udp,INT,1.2e-05,75,0,254,0,0,0,-,25333332.0,0.0,2,0,0,0,0,0,38,0,0,0,0.0,0.0,2015-01-22 13:11:35,1421932295,0.012,0.0,0.0,0.0,0.0,0,2,0,0,0,1,1,1,3,1,1,1,DoS,1
969,175.45.176.2,0,149.171.126.17,0,udp,INT,1.3e-05,2632,0,254,0,0,0,-,809846144.0,0.0,2,0,0,0,0,0,1316,0,0,0,0.0,0.0,2015-01-22 13:11:39,1421932299,0.013,0.0,0.0,0.0,0.0,0,2,0,0,0,1,2,1,1,1,1,1,DoS,1
970,175.45.176.2,0,149.171.126.17,0,udp,INT,1.3e-05,2632,0,254,0,0,0,-,809846144.0,0.0,2,0,0,0,0,0,1316,0,0,0,0.0,0.0,2015-01-22 13:11:39,1421932299,0.013,0.0,0.0,0.0,0.0,0,2,0,0,0,1,2,1,1,1,1,1,DoS,1
971,175.45.176.1,52425,149.171.126.19,88,tcp,FIN,0.485825,7940,354,254,252,4,1,-,121409.9688,5104.71875,14,8,255,255,706477844,2660107728,567,44,0,0,2610.049928,97.451031,2015-01-22 13:11:43,1421932304,32.467615,62.03357,0.102995,0.051578,0.051417,0,1,0,0,0,2,1,1,8,1,1,1,DoS,1
972,175.45.176.1,11325,149.171.126.15,445,tcp,FIN,0.547781,3354,268,254,252,2,1,-,44090.61328,3271.380371,10,6,255,255,1263812604,93552771,335,45,0,0,3584.935785,189.193578,2015-01-22 13:12:12,1421932333,60.864556,99.419398,0.109056,0.050072,0.058984,0,1,0,0,0,1,1,1,1,1,1,1,DoS,1
973,175.45.176.1,11167,149.171.126.16,21,tcp,FIN,0.460486,714,642,254,252,3,3,-,11379.28223,10041.56445,12,10,255,255,2781854797,2519307441,60,64,0,0,2213.795473,60.014766,2015-01-22 13:12:26,1421932346,38.972544,48.938668,0.064491,0.020019,0.044472,0,1,0,0,0,2,1,1,1,1,1,1,DoS,1
974,175.45.176.2,1161,149.171.126.19,25,tcp,FIN,1.6052,21307,2116,254,252,14,8,-,103070.0156,10142.03809,34,26,255,255,2940014717,603229236,627,81,0,0,3663.703914,108.238859,2015-01-22 13:12:32,1421932353,48.642425,63.003801,0.032912,0.023657,0.009255,0,1,0,0,0,1,1,1,1,1,1,1,DoS,1
975,175.45.176.3,58035,149.171.126.12,1024,tcp,FIN,0.183876,586,268,254,252,2,1,-,22972.00391,9745.698242,10,6,255,255,2624562344,406116623,59,45,0,0,1153.268887,41.943949,2015-01-22 13:12:48,1421932368,19.251333,27.444,0.099669,0.046646,0.053023,0,1,0,0,0,2,2,1,1,1,1,1,DoS,1
976,175.45.176.1,26117,149.171.126.13,80,tcp,FIN,0.470614,918,1374,62,252,2,2,-,14058.23047,20449.88086,10,8,255,255,3332005139,3990297354,92,172,0,0,2811.497584,117.238219,2015-01-22 13:13:12,1421932392,52.290444,61.77943,0.102499,0.037429,0.06507,0,1,0,0,0,2,15,4,3,1,1,1,DoS,1
977,175.45.176.0,21596,149.171.126.12,80,tcp,FIN,0.397814,3940,268,254,252,3,1,-,72636.96094,4504.617676,12,6,255,255,1468731639,3545124060,328,45,0,0,2507.811345,127.295563,2015-01-22 13:13:21,1421932402,35.359091,71.495797,0.07858,0.040325,0.038255,0,1,0,0,0,2,1,1,1,1,1,1,DoS,1
978,175.45.176.1,13248,149.171.126.13,80,tcp,FIN,0.532198,804,1268,62,252,2,2,-,10883.16699,16685.51953,10,8,255,255,1794180635,4122945766,80,159,0,0,3234.896355,121.988727,2015-01-22 13:13:35,1421932415,59.133111,73.619711,0.06522,0.01612,0.0491,0,1,0,0,0,1,1,1,5,1,1,1,DoS,1
979,175.45.176.1,20647,149.171.126.11,80,tcp,FIN,0.599865,848,1352,62,252,2,2,-,10188.95898,16230.31836,10,10,255,255,2305361180,1371435814,85,135,0,0,4389.03994,122.207281,2015-01-22 13:13:49,1421932430,66.651667,63.223891,0.05053,0.030271,0.020259,0,1,0,0,0,2,1,1,1,1,1,1,DoS,1
980,175.45.176.3,48799,149.171.126.19,80,tcp,FIN,0.49735,874,2066,62,252,2,2,-,12659.09277,29082.13477,10,8,255,255,1824590318,1397616767,87,258,0,0,2897.260865,103.441281,2015-01-22 13:13:51,1421932431,55.261111,54.561,0.190452,0.102496,0.087956,0,1,0,0,0,1,1,1,1,1,1,1,DoS,1
981,175.45.176.2,2894,149.171.126.15,25,tcp,FIN,0.665557,9775,1736,254,252,10,8,-,112988.0625,19833.01172,26,20,255,255,1609246793,2755244974,376,87,0,0,1429.757228,40.130879,2015-01-22 13:13:58,1421932439,26.62228,34.081684,0.046693,0.017133,0.02956,0,1,0,0,0,2,1,1,1,1,1,1,DoS,1
982,175.45.176.3,23271,149.171.126.13,39205,tcp,FIN,0.382823,928,268,254,252,2,1,-,17470.21484,4681.014648,10,6,255,255,410348999,2522885533,93,45,0,0,3279.938469,133.436375,2015-01-22 13:14:03,1421932443,42.274222,71.386398,0.034607,0.025887,0.00872,0,1,0,0,0,2,2,1,1,1,1,1,DoS,1
983,175.45.176.3,35562,149.171.126.13,8080,tcp,FIN,0.27437,11142,268,254,252,5,1,-,304581.375,6531.326172,16,6,255,255,1980780724,4098086052,696,45,0,0,1153.348335,67.646148,2015-01-22 13:14:04,1421932445,18.291333,50.28,0.045923,0.022155,0.023768,0,1,0,0,0,2,2,1,1,1,1,1,DoS,1
984,175.45.176.0,46942,149.171.126.11,53,udp,INT,1.1e-05,116,0,62,0,0,0,-,42181816.0,0.0,2,0,0,0,0,0,58,0,0,0,0.0,0.0,2015-01-22 13:14:12,1421932452,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,3,2,2,2,2,1,2,DoS,1
985,175.45.176.0,62296,149.171.126.11,53,tcp,FIN,0.226127,508,7924,62,252,2,4,-,16203.28418,256988.3281,10,12,255,255,4025620050,1258630700,51,660,0,0,1339.015587,1531.495051,2015-01-22 13:14:12,1421932452,25.125222,18.58109,0.032316,0.006604,0.025712,0,1,0,0,0,3,2,2,2,2,1,2,DoS,1
986,175.45.176.3,44432,149.171.126.15,4569,udp,CON,0.204164,362,178,254,60,0,0,-,12421.38672,5250.680664,8,4,0,0,0,0,45,45,0,0,44.452406,60.280617,2015-01-22 13:14:19,1421932459,29.166285,42.627332,0.0,0.0,0.0,0,3,0,0,0,2,1,1,1,1,1,1,DoS,1
987,175.45.176.3,63792,149.171.126.11,69,udp,INT,1e-05,112,0,254,0,0,0,-,44800000.0,0.0,2,0,0,0,0,0,56,0,0,0,0.0,0.0,2015-01-22 13:14:27,1421932467,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,1,1,1,1,1,1,1,DoS,1
988,175.45.176.1,57032,149.171.126.13,554,tcp,FIN,0.41002,886,354,254,252,1,1,-,15374.86035,6048.485352,9,8,255,255,2214102708,960872368,98,44,0,0,92.282523,105.419672,2015-01-22 13:14:32,1421932472,51.2525,50.342855,0.10273,0.051067,0.051663,0,1,0,0,0,2,1,1,8,1,1,1,DoS,1
989,175.45.176.2,48978,149.171.126.13,6905,udp,INT,1.1e-05,1850,0,254,0,0,0,-,672727296.0,0.0,2,0,0,0,0,0,925,0,0,0,0.0,0.0,2015-01-22 13:14:44,1421932484,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,1,1,1,1,1,1,1,DoS,1
990,175.45.176.3,12823,149.171.126.12,161,udp,INT,4e-06,86,0,254,0,0,0,-,86000000.0,0.0,2,0,0,0,0,0,43,0,0,0,0.0,0.0,2015-01-22 13:15:04,1421932504,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,2,2,1,1,1,1,1,DoS,1
991,175.45.176.3,9430,149.171.126.18,25,tcp,FIN,1.529987,26390,1410,62,252,14,6,-,134155.3906,7006.595703,36,20,255,255,4254888312,772950651,733,71,0,0,3384.885724,113.021883,2015-01-22 13:15:28,1421932529,43.015684,77.722313,0.075666,0.053257,0.022409,0,1,0,0,0,2,1,4,1,1,1,1,DoS,1
992,175.45.176.0,39762,149.171.126.13,25,tcp,FIN,1.72105,223870,2874,62,252,81,8,-,1035144.813,13085.03516,190,48,255,255,2794786569,401772989,1178,60,0,0,1030.98607,46.730707,2015-01-22 13:15:38,1421932540,9.100688,36.152598,0.043539,0.021874,0.021665,0,1,0,0,0,2,1,1,2,1,1,1,DoS,1
993,175.45.176.3,37932,149.171.126.13,25,tcp,FIN,55.083427,11631181,58598,62,252,4206,8,-,1689051.0,8504.191406,8669,1340,255,255,2471451499,782955163,1342,44,0,0,842.371466,57.083824,2015-01-22 13:14:53,1421932549,6.354787,41.132578,0.051241,0.006168,0.045073,0,1,0,0,0,1,1,1,1,1,1,1,DoS,1
994,175.45.176.0,50932,149.171.126.15,80,tcp,FIN,0.193193,21864,354,254,252,9,1,-,867650.4375,12836.90332,24,8,255,255,1168918542,1467132684,911,44,0,0,709.997918,46.682789,2015-01-22 13:16:09,1421932569,7.840826,25.631428,0.037399,0.013769,0.02363,0,1,0,0,0,2,1,1,1,1,1,1,DoS,1
995,175.45.176.1,42938,149.171.126.11,5002,tcp,FIN,0.524674,1596,268,254,252,2,1,-,21910.74805,3415.454102,10,6,255,255,363454305,2363097450,160,45,0,0,3089.755347,135.310625,2015-01-22 13:16:42,1421932603,56.644889,81.544398,0.211032,0.116941,0.094091,0,1,0,0,0,4,3,2,1,1,1,1,DoS,1
996,175.45.176.0,23411,149.171.126.11,162,udp,INT,1.1e-05,136,0,254,0,0,0,-,49454544.0,0.0,2,0,0,0,0,0,68,0,0,0,0.0,0.0,2015-01-22 13:17:07,1421932627,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,2,2,2,2,1,1,2,DoS,1
997,175.45.176.0,22212,149.171.126.19,80,tcp,FIN,0.288464,802,1582,62,252,2,2,-,20023.29492,38410.33594,10,8,255,255,3106191882,4208166013,80,198,0,0,1607.536637,49.875539,2015-01-22 13:17:27,1421932647,32.051556,36.998715,0.076484,0.028721,0.047763,0,1,0,0,0,2,1,1,1,1,1,1,DoS,1
998,175.45.176.0,20653,149.171.126.19,143,tcp,FIN,1.475668,1612,137210,62,252,6,58,-,8468.029297,737656.4375,32,120,255,255,456664266,225733237,50,1143,0,0,2580.668495,1339.797283,2015-01-22 13:17:29,1421932651,47.602194,11.810193,0.099149,0.051272,0.047877,0,1,0,0,0,1,1,1,1,1,1,1,DoS,1
999,175.45.176.2,40065,149.171.126.17,21735,tcp,FIN,0.467584,1724,268,62,252,2,1,-,26553.51758,3832.466309,10,6,255,255,264215794,2726339169,172,45,0,0,2391.409635,108.821695,2015-01-22 13:18:05,1421932686,45.557333,76.300203,0.150689,0.086076,0.064613,0,1,0,0,0,1,1,1,1,1,1,1,DoS,1
1000,175.45.176.1,50990,149.171.126.19,80,tcp,FIN,0.551023,814,8140,62,252,2,4,-,10642.02344,108336.6719,10,12,255,255,42174559,563274999,81,678,0,0,3145.011921,3024.924007,2015-01-22 13:18:10,1421932691,61.224778,38.979363,0.100474,0.066341,0.034133,0,1,0,0,0,1,5,2,1,1,1,1,DoS,1
1001,175.45.176.2,44433,149.171.126.15,25,tcp,FIN,1.774803,3039,1652,62,252,8,8,-,13076.38086,7076.841797,22,20,255,255,804836135,1640157391,138,83,0,0,3980.631135,104.766727,2015-01-22 13:18:15,1421932697,84.514429,89.709633,0.153688,0.06956,0.084128,0,1,0,0,0,3,2,2,2,1,1,1,DoS,1
1002,175.45.176.2,47225,149.171.126.18,80,tcp,FIN,1.116158,828,1120,62,252,2,2,-,5346.913086,7224.783691,10,10,255,255,1809350489,200502192,83,112,0,0,8171.124948,184.973563,2015-01-22 13:18:16,1421932697,124.017556,114.334445,0.102425,0.058803,0.043622,0,1,0,0,0,3,3,1,2,1,1,1,DoS,1
1003,175.45.176.3,12857,149.171.126.15,21,tcp,FIN,12.712014,1930,2144,254,252,11,15,-,1183.13269,1315.920532,38,40,255,255,4284550678,3697889159,51,54,0,0,22431.34814,22170.19935,2015-01-22 13:18:05,1421932697,343.542068,324.793138,0.089856,0.045072,0.044784,0,1,0,0,0,6,2,2,2,1,1,1,DoS,1
1004,175.45.176.0,26297,149.171.126.15,25,tcp,FIN,3.722049,138702,2356,62,252,58,8,-,295716.6875,4915.572266,124,34,255,255,190240590,2134338791,1119,69,0,0,2892.065112,145.235484,2015-01-22 13:18:27,1421932711,30.508598,108.506789,0.249901,0.121323,0.128578,0,1,0,0,0,4,1,1,3,1,1,1,DoS,1
1005,175.45.176.1,24875,149.171.126.18,25,tcp,FIN,9.545449,737234,5522,62,252,276,8,-,616769.6875,4584.383301,560,106,255,255,2532786506,1995757218,1316,52,0,0,2588.609176,156.761891,2015-01-22 13:18:24,1421932713,17.075938,90.097055,0.104007,0.041188,0.062819,0,1,0,0,0,1,1,4,4,1,1,4,DoS,1
1006,175.45.176.2,31912,149.171.126.17,80,tcp,FIN,0.493474,810,354,254,252,2,1,-,11818.25195,5025.59375,10,8,255,255,1343193384,1530369363,81,44,0,0,3425.010858,128.994672,2015-01-22 13:18:38,1421932719,52.808444,64.01643,0.093929,0.045358,0.048571,0,1,0,0,0,2,1,1,1,1,1,1,DoS,1
1007,175.45.176.3,37049,149.171.126.18,6667,tcp,FIN,0.459025,364,12420,254,252,1,6,-,5559.609863,202934.4844,8,16,255,255,2969644606,95889625,46,776,0,0,3464.539633,1874.68752,2015-01-22 13:18:43,1421932723,65.575,26.075599,0.11304,0.067219,0.045821,0,1,0,0,0,1,1,1,1,1,1,1,DoS,1
1008,175.45.176.0,41703,149.171.126.11,80,tcp,FIN,0.424988,770,900,62,252,2,2,-,13045.07422,14833.36035,10,8,255,255,2923885235,1773102237,77,113,0,0,2443.257475,76.664242,2015-01-22 13:18:52,1421932732,47.220889,56.528855,0.070128,0.028538,0.04159,0,1,0,0,0,1,1,1,1,1,1,1,DoS,1
1009,175.45.176.2,0,149.171.126.17,0,udp,INT,1.6e-05,2632,0,254,0,0,0,-,658000000.0,0.0,2,0,0,0,0,0,1316,0,0,0,0.0,0.0,2015-01-22 13:19:09,1421932749,0.016,0.0,0.0,0.0,0.0,0,2,0,0,0,2,1,1,2,1,1,1,DoS,1
1010,175.45.176.2,0,149.171.126.17,0,udp,INT,1.6e-05,2632,0,254,0,0,0,-,658000000.0,0.0,2,0,0,0,0,0,1316,0,0,0,0.0,0.0,2015-01-22 13:19:09,1421932749,0.016,0.0,0.0,0.0,0.0,0,2,0,0,0,2,1,1,2,1,1,1,DoS,1
1011,175.45.176.3,44585,149.171.126.11,80,tcp,FIN,1.393393,1786,217071,62,252,2,83,-,9955.554688,1238961.25,34,170,255,255,3540865483,1171040141,53,1277,0,0,2132.240651,988.539782,2015-01-22 13:19:14,1421932755,42.22403,7.777894,0.126857,0.059595,0.067262,0,1,0,0,0,2,1,1,1,1,1,1,DoS,1
1012,175.45.176.1,52525,149.171.126.16,25,tcp,FIN,1.329651,2932,1694,254,252,7,8,-,16762.29297,9686.751953,20,20,255,255,1552019247,162450005,147,85,0,0,3416.756514,77.059766,2015-01-22 13:19:25,1421932766,69.931632,64.915,0.157981,0.096261,0.06172,0,1,0,0,0,5,3,1,5,1,1,1,DoS,1
1013,175.45.176.0,39585,149.171.126.15,80,tcp,FIN,0.838599,804,1386,62,252,2,2,-,6906.757324,11571.68066,10,8,255,255,3022349850,3129878975,80,173,0,0,5264.305204,225.122781,2015-01-22 13:19:50,1421932791,93.177667,111.97543,0.110188,0.054056,0.056132,0,1,0,0,0,2,1,1,2,1,1,1,DoS,1
1014,175.45.176.2,25000,149.171.126.15,80,tcp,FIN,0.587205,1246,2190,254,252,3,3,-,15572.07422,26852.63281,12,10,255,255,1558335151,119656515,104,219,0,0,2662.549061,86.380859,2015-01-22 13:20:11,1421932812,53.382271,57.234223,0.125978,0.060552,0.065426,0,1,0,0,0,1,3,1,1,1,1,1,DoS,1
1015,175.45.176.2,53,149.171.126.11,53,udp,CON,0.18337,114,246,254,60,0,0,-,2486.775391,5366.199707,2,2,0,0,0,0,57,123,0,0,0.0,0.0,2015-01-22 13:20:22,1421932822,0.015,0.013,0.0,0.0,0.0,0,3,0,0,0,1,1,1,1,1,1,1,DoS,1
1016,175.45.176.0,23105,149.171.126.16,161,udp,INT,1.2e-05,422,0,254,0,0,0,-,140666656.0,0.0,2,0,0,0,0,0,211,0,0,0,0.0,0.0,2015-01-22 13:20:29,1421932829,0.012,0.0,0.0,0.0,0.0,0,2,0,0,0,4,1,1,1,1,1,1,DoS,1
1017,175.45.176.0,15709,149.171.126.19,80,tcp,FIN,0.671974,822,1226,62,252,2,2,-,8809.864258,12774.30371,10,8,255,255,1087047816,2683486159,82,153,0,0,3813.528808,138.617266,2015-01-22 13:20:30,1421932831,74.663778,84.97143,0.177898,0.076291,0.101607,0,1,0,0,0,6,1,1,2,1,1,1,DoS,1
1018,175.45.176.3,63221,149.171.126.17,143,tcp,FIN,1.953348,1200,2894,62,252,6,7,-,4693.47998,11262.71387,22,20,255,255,2738207233,491230039,55,145,0,0,5435.414839,136.432828,2015-01-22 13:21:22,1421932884,93.016568,101.001055,0.095608,0.033626,0.061982,0,1,0,0,0,2,1,1,2,1,1,1,DoS,1
1019,175.45.176.0,20742,149.171.126.16,80,tcp,FIN,0.521931,814,268,62,252,2,1,-,11235.20215,3433.404053,10,6,255,255,3162239996,172396707,81,45,0,0,2991.717817,132.683188,2015-01-22 13:21:48,1421932908,55.097222,85.177203,0.19836,0.096033,0.102327,0,1,0,0,0,8,2,2,2,2,1,1,DoS,1
1020,175.45.176.3,0,149.171.126.16,0,udp,INT,1.3e-05,1274,0,254,0,0,0,-,392000000.0,0.0,2,0,0,0,0,0,637,0,0,0,0.0,0.0,2015-01-22 13:21:52,1421932912,0.013,0.0,0.0,0.0,0.0,0,2,0,0,0,1,1,1,1,1,1,1,DoS,1
1021,175.45.176.3,0,149.171.126.16,0,udp,INT,1.3e-05,1274,0,254,0,0,0,-,392000000.0,0.0,2,0,0,0,0,0,637,0,0,0,0.0,0.0,2015-01-22 13:21:52,1421932912,0.013,0.0,0.0,0.0,0.0,0,2,0,0,0,1,1,1,1,1,1,1,DoS,1
1022,175.45.176.3,0,149.171.126.16,0,udp,INT,1.3e-05,1274,0,254,0,0,0,-,392000000.0,0.0,2,0,0,0,0,0,637,0,0,0,0.0,0.0,2015-01-22 13:21:52,1421932912,0.013,0.0,0.0,0.0,0.0,0,2,0,0,0,1,1,1,1,1,1,1,DoS,1
1023,175.45.176.1,29027,149.171.126.10,5060,udp,INT,6e-06,698,0,254,0,0,0,-,465333312.0,0.0,2,0,0,0,0,0,349,0,0,0,0.0,0.0,2015-01-22 13:21:57,1421932917,0.006,0.0,0.0,0.0,0.0,0,2,0,0,0,2,1,1,8,1,1,1,DoS,1
1024,175.45.176.3,47689,149.171.126.14,80,tcp,FIN,0.654447,806,1206,62,252,2,2,-,8874.667969,12908.6084,10,8,255,255,4062298166,3728811345,81,151,0,0,4024.42663,117.154398,2015-01-22 13:21:58,1421932919,72.716333,80.001141,0.155579,0.0725,0.083079,0,1,0,0,0,2,6,3,2,1,1,2,DoS,1
1025,175.45.176.1,16464,149.171.126.14,8080,tcp,FIN,0.702737,4880,1020,62,252,3,2,-,50932.28516,10165.96582,12,8,255,255,1863414225,2021273885,407,128,0,0,4035.223657,161.440297,2015-01-22 13:22:08,1421932928,63.885182,90.446141,0.13518,0.068889,0.066291,0,1,0,0,0,1,5,2,2,1,1,1,DoS,1
1026,175.45.176.2,0,149.171.126.15,0,sctp,CON,0.746085,632,496,254,60,0,0,-,5082.530762,2659.214355,4,2,0,0,0,0,158,248,0,0,351.701469,0.0,2015-01-22 13:22:21,1421932941,248.695,0.006,0.0,0.0,0.0,0,3,0,0,0,3,3,3,2,2,2,2,DoS,1
1027,175.45.176.2,0,149.171.126.15,0,sctp,CON,0.746085,632,496,254,60,0,0,-,5082.530762,2659.214355,4,2,0,0,0,0,158,248,0,0,351.701469,0.0,2015-01-22 13:22:21,1421932941,248.695,0.006,0.0,0.0,0.0,0,3,0,0,0,3,3,3,2,2,2,2,DoS,1
1028,175.45.176.2,0,149.171.126.15,0,sctp,CON,0.746085,632,496,254,60,0,0,-,5082.530762,2659.214355,4,2,0,0,0,0,158,248,0,0,351.701469,0.0,2015-01-22 13:22:21,1421932941,248.695,0.006,0.0,0.0,0.0,0,3,0,0,0,3,3,3,2,2,2,2,DoS,1
1029,175.45.176.2,0,149.171.126.15,0,sctp,CON,0.746085,632,496,254,60,0,0,-,5082.530762,2659.214355,4,2,0,0,0,0,158,248,0,0,351.701469,0.0,2015-01-22 13:22:21,1421932941,248.695,0.006,0.0,0.0,0.0,0,3,0,0,0,3,3,3,2,2,2,2,DoS,1
1030,175.45.176.2,0,149.171.126.15,0,sctp,CON,0.746085,632,496,254,60,0,0,-,5082.530762,2659.214355,4,2,0,0,0,0,158,248,0,0,351.701469,0.0,2015-01-22 13:22:21,1421932941,248.695,0.006,0.0,0.0,0.0,0,3,0,0,0,3,3,3,2,2,2,2,DoS,1
1031,175.45.176.2,0,149.171.126.15,0,sctp,CON,0.746085,632,496,254,60,0,0,-,5082.530762,2659.214355,4,2,0,0,0,0,158,248,0,0,351.701469,0.0,2015-01-22 13:22:21,1421932941,248.695,0.006,0.0,0.0,0.0,0,3,0,0,0,3,3,3,2,2,2,2,DoS,1
1032,175.45.176.2,0,149.171.126.15,0,sctp,CON,0.746085,632,496,254,60,0,0,-,5082.530762,2659.214355,4,2,0,0,0,0,158,248,0,0,351.701469,0.0,2015-01-22 13:22:21,1421932941,248.695,0.006,0.0,0.0,0.0,0,3,0,0,0,3,3,3,2,2,2,2,DoS,1
1033,175.45.176.2,0,149.171.126.15,0,sctp,CON,0.746085,632,496,254,60,0,0,-,5082.530762,2659.214355,4,2,0,0,0,0,158,248,0,0,351.701469,0.0,2015-01-22 13:22:21,1421932941,248.695,0.006,0.0,0.0,0.0,0,3,0,0,0,3,3,3,2,2,2,2,DoS,1
1034,175.45.176.3,34650,149.171.126.12,6905,udp,INT,1.3e-05,2678,0,254,0,0,0,-,824000000.0,0.0,2,0,0,0,0,0,1339,0,0,0,0.0,0.0,2015-01-22 13:22:59,1421932979,0.013,0.0,0.0,0.0,0.0,0,2,0,0,0,3,1,1,1,1,1,1,DoS,1
1035,175.45.176.2,51445,149.171.126.13,80,tcp,FIN,0.883774,1264,354,254,252,2,1,-,10301.27637,2806.147217,10,8,255,255,2414873107,1021849503,126,44,0,0,5325.196257,170.471563,2015-01-22 13:23:09,1421932989,86.392444,106.61857,0.244889,0.13744,0.107449,0,1,0,0,0,1,1,1,1,1,1,1,DoS,1
1036,175.45.176.0,55708,149.171.126.17,25,tcp,FIN,2.539587,2554,1698,254,252,7,8,-,7645.337402,5084.291016,20,20,255,255,1795733165,3760590996,128,85,0,0,6945.554203,161.156672,2015-01-22 13:23:06,1421932989,133.662467,130.955734,0.093725,0.050713,0.043012,0,1,0,0,0,3,1,1,1,1,1,1,DoS,1
1037,175.45.176.2,64763,149.171.126.14,80,tcp,FIN,2.223512,86676,784,254,252,34,1,-,307639.4688,2666.052734,74,18,255,255,732313863,1200184780,1171,44,0,0,3617.77069,214.881313,2015-01-22 13:23:18,1421933000,30.444932,126.56682,0.16942,0.071866,0.097554,0,1,0,0,0,1,6,3,1,1,1,1,DoS,1
1038,175.45.176.0,25702,149.171.126.17,8088,tcp,FIN,0.649987,23638,440,254,252,9,1,-,278824.0313,4873.943848,24,10,255,255,1441976361,2235920864,985,44,0,0,2513.011622,92.77018,2015-01-22 13:23:22,1421933002,28.202434,64.303223,0.128584,0.071248,0.057336,0,1,0,0,0,5,2,1,1,1,1,1,DoS,1
1039,175.45.176.0,39140,149.171.126.11,80,tcp,FIN,1.650089,1008,60607,62,252,2,23,-,4581.570801,288188.0938,16,52,255,255,2194813384,1875048757,63,1166,0,0,6567.499362,3773.118486,2015-01-22 13:23:50,1421933031,110.005934,31.137216,0.174568,0.061617,0.112951,0,1,0,0,0,5,2,1,2,2,1,1,DoS,1
1040,175.45.176.0,2086,149.171.126.15,53,tcp,FIN,1.107989,518,354,254,252,2,1,-,3371.874756,2238.289551,10,8,255,255,5260876,22642468,52,44,0,0,7609.342297,211.750594,2015-01-22 13:23:54,1421933035,123.109889,148.943578,0.157791,0.065086,0.092705,0,1,0,0,0,6,1,1,2,1,1,1,DoS,1
1041,175.45.176.0,20627,149.171.126.18,53,tcp,FIN,0.912764,518,354,254,252,2,1,-,4093.062256,2717.022217,10,8,255,255,3565809422,3818465228,52,44,0,0,6415.067894,167.224641,2015-01-22 13:24:05,1421933046,99.686889,118.175141,0.179138,0.085528,0.09361,0,1,0,0,0,8,3,1,1,1,1,1,DoS,1
