,Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Payload Data,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,Device Information,Network Segment,Proxy Information,Firewall Logs,IDS/IPS Alerts,Log Source,Source Network,Destination Network,Source IP Continent,Source IP Country,Destination IP Continent,Destination IP Country
1585,2023-08-05 02:58:35,91.217.11.71,92.174.165.242,45071,38659,ICMP,938,Data,FTP,"Eum blanditiis debitis. Soluta natus vel dolore.
Odit culpa consectetur amet veniam. Tempora aliquam in ad. Error ducimus unde.",IoC Detected,82.56,Alert Triggered,Malware,Known Pattern B,Blocked,Medium,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/3.0),Segment A,114.151.81.168,,Alert Data,Firewall,91.217.8.0/22,92.128.0.0/10,Europe,Ukraine,Europe,France
1586,2023-08-05 08:58:30,90.215.39.27,198.210.56.246,12756,55228,TCP,222,Data,DNS,Distinctio beatae blanditiis. Deserunt itaque eius. Aspernatur amet modi debitis beatae iste sint.,IoC Detected,75.16,Alert Triggered,Malware,Known Pattern A,Blocked,Medium,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/5.1),Segment B,,,Alert Data,Firewall,90.192.0.0/11,,Europe,United Kingdom,,
1587,2023-08-05 11:36:35,193.219.254.228,30.241.228.94,7878,28548,UDP,567,Data,HTTP,"Sit libero fugit totam cum dolorum. Fugit reprehenderit iure labore excepturi dolorem.
Sint illo distinctio ipsum. Libero quis repellendus temporibus asperiores earum.",,59.75,Alert Triggered,Intrusion,Known Pattern B,Logged,Low,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/7703-12-30 22:16:36 Firefox/3.8,Segment A,,,Alert Data,Server,193.219.240.0/20,,Europe,France,,
1588,2023-08-05 19:50:23,202.124.73.113,34.33.69.170,31452,8374,TCP,1428,Data,HTTP,"Expedita enim libero nemo. Nihil quasi consectetur fuga voluptates.
Vero ullam reiciendis deleniti. Molestias harum nulla.",IoC Detected,44.26,Alert Triggered,Intrusion,Known Pattern A,Ignored,Low,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/5.0),Segment C,90.86.193.66,,,Server,202.124.64.0/19,,Oceania,Australia,,
1589,2023-08-05 21:34:19,66.146.193.94,125.59.21.94,15264,39172,ICMP,645,Data,HTTP,"Est adipisci facere rem sunt nostrum. Ullam quos corrupti autem quidem.
Cumque ex culpa provident. Ea enim placeat ducimus ipsa eum. Similique distinctio et praesentium.",,56.6,,DDoS,Known Pattern A,Blocked,Medium,Opera/9.16.(Windows 98; kok-IN) Presto/2.9.181 Version/12.00,Segment C,4.95.144.154,,,Firewall,,125.59.0.0/16,,,Asia,Hong Kong
1590,2023-08-05 21:35:09,147.167.82.175,61.229.43.10,38756,63748,UDP,283,Control,FTP,"Quisquam molestias molestias laborum. Alias ea sequi exercitationem eveniet. Dolor provident iure aperiam harum.
Dolore odio et provident perspiciatis. Repellat sed minus iste.",,12.32,,Intrusion,Known Pattern B,Logged,Medium,Mozilla/5.0 (Windows NT 5.2; gu-IN; rv:1.9.2.20) Gecko/9283-12-13 16:19:24 Firefox/3.6.8,Segment A,,,Alert Data,Server,147.167.0.0/16,61.224.0.0/13,Europe,Switzerland,Asia,Taiwan
1591,2023-08-05 22:29:25,200.6.124.125,28.15.143.58,49970,3801,ICMP,678,Data,HTTP,Dolorum veniam quasi cumque aliquid nostrum. Fugiat quod soluta natus facere dolor nulla.,IoC Detected,91.24,,Intrusion,Known Pattern A,Blocked,Low,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/535.36.6 (KHTML, like Gecko) Version/4.0.5 Safari/535.36.6",Segment B,219.148.206.30,,Alert Data,Firewall,200.6.96.0/19,,South America,Chile,,
1592,2023-08-06 06:41:52,162.138.244.101,92.193.124.47,22722,39436,ICMP,145,Data,HTTP,"Rem nam quisquam rem dolores doloremque.
Natus expedita hic ex minus dolorem recusandae. Laboriosam provident perspiciatis.",,79.8,Alert Triggered,Malware,Known Pattern B,Logged,High,Opera/8.25.(X11; Linux i686; am-ET) Presto/2.9.167 Version/11.00,Segment B,15.173.160.141,,Alert Data,Server,,92.192.0.0/14,,,Europe,Germany
1593,2023-08-06 09:00:12,148.126.105.201,125.5.69.191,4384,31482,TCP,976,Data,DNS,Sed deserunt eos asperiores. Provident aperiam corporis unde totam fugiat. Magnam facilis impedit molestias voluptatum vero laborum nisi.,IoC Detected,1.31,Alert Triggered,DDoS,Known Pattern A,Blocked,Medium,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; mn-MN) AppleWebKit/535.29.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6535.29.7",Segment A,,,Alert Data,Firewall,,125.5.0.0/16,,,Asia,Philippines
1594,2023-08-07 02:11:40,53.50.145.79,84.84.161.156,9538,59891,ICMP,122,Data,HTTP,"Dolore nulla illo ea. A aperiam soluta laboriosam. Hic id enim quas ad cum delectus.
Facilis animi voluptatibus iure. Eveniet blanditiis delectus mollitia. Doloremque delectus neque.",,47.53,Alert Triggered,DDoS,Known Pattern A,Ignored,High,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/5.0),Segment B,,,Alert Data,Server,53.0.0.0/10,84.80.0.0/13,Europe,Germany,Europe,Netherlands
1595,2023-08-07 04:42:19,111.218.37.120,118.53.146.60,28298,13962,TCP,965,Control,FTP,"Ullam qui dignissimos modi aut. Hic eum veniam a qui saepe.
Fugiat quibusdam autem ad. Distinctio ex odit. Molestiae earum sapiente voluptatibus.",,13.09,,Malware,Known Pattern B,Blocked,Low,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; da-DK) AppleWebKit/531.6.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6531.6.5",Segment A,156.134.206.70,,Alert Data,Firewall,111.218.0.0/15,118.32.0.0/11,Asia,Republic of Korea,Asia,Republic of Korea
1596,2023-08-07 12:45:42,2.214.199.144,176.149.26.18,61138,57467,ICMP,204,Control,HTTP,"Illum quae dolore tenetur dolorem deserunt nulla. Perferendis architecto reprehenderit culpa eius et praesentium.
Rerum animi explicabo veritatis dolor aliquam.",IoC Detected,44.63,Alert Triggered,Intrusion,Known Pattern B,Ignored,High,"Mozilla/5.0 (Linux; Android 4.0.2) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/63.0.846.0 Safari/531.1",Segment B,187.35.199.51,Log Data,,Firewall,2.208.0.0/13,176.128.0.0/10,Europe,Germany,Europe,France
1597,2023-08-08 03:47:45,78.55.223.136,62.16.200.18,3101,59623,ICMP,254,Control,DNS,"Voluptate reiciendis esse odio. Fugiat expedita delectus porro magni magnam.
Commodi in dolore magni itaque voluptatibus. Debitis quaerat quidem dolorum quas.",,4.44,Alert Triggered,DDoS,Known Pattern B,Ignored,Medium,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/531.48.7 (KHTML, like Gecko) Version/4.0.5 Safari/531.48.7",Segment A,197.224.235.240,,,Server,78.48.0.0/13,62.16.128.0/17,Europe,Germany,Europe,Norway
1598,2023-08-08 07:28:19,23.180.22.101,201.66.176.119,7915,41155,TCP,706,Control,DNS,"Odio dolorem eius. Suscipit quisquam ab minima. Possimus voluptatem illo.
Reiciendis laborum debitis incidunt officia. Natus dolorem nam quibusdam. Officiis distinctio consequatur inventore.",,71.19,Alert Triggered,DDoS,Known Pattern A,Ignored,Medium,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/534.29.6 (KHTML, like Gecko) Version/5.1 Safari/534.29.6",Segment A,,Log Data,Alert Data,Server,,201.64.0.0/14,,,South America,Brazil
1599,2023-08-08 13:08:00,197.150.65.244,56.202.211.158,62396,20863,ICMP,385,Control,FTP,"Labore iste cum laborum. Dolorum culpa occaecati.
Aliquam odio doloribus ab. Ut nisi voluptatem eveniet. Inventore alias quia nam.",,87.86,Alert Triggered,Malware,Known Pattern A,Logged,Low,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_3) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/62.0.887.0 Safari/534.1",Segment C,,,Alert Data,Server,197.150.0.0/15,,Africa,Egypt,,
1600,2023-08-08 14:18:12,121.84.54.71,40.69.6.25,60221,24459,UDP,935,Data,DNS,"Mollitia ratione autem modi repellat animi ducimus. Incidunt blanditiis aut ab dolorum eveniet a.
Est officiis architecto odit mollitia sunt. Id reiciendis voluptatibus magni similique.",,66.59,,Malware,Known Pattern B,Blocked,Medium,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) CriOS/48.0.834.0 Mobile/28O164 Safari/535.2",Segment A,165.109.5.132,Log Data,Alert Data,Server,121.80.0.0/13,,Asia,Japan,,
1601,2023-08-08 14:58:14,60.126.23.205,192.46.244.29,32011,52324,UDP,1267,Control,FTP,Sit similique impedit corrupti repellat impedit. Perferendis quaerat ipsam. Qui ipsum consectetur fugit omnis minus enim.,IoC Detected,19.56,,Intrusion,Known Pattern B,Ignored,Medium,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.0; Trident/4.0),Segment C,16.142.107.114,Log Data,,Firewall,60.64.0.0/10,,Asia,Japan,,
1602,2023-08-09 02:05:54,87.163.226.239,59.238.233.177,30042,1571,UDP,618,Data,DNS,Illo rerum non cumque esse dolores libero. Sapiente provident amet nemo maiores voluptatum consequuntur repellat. Voluptatem numquam perspiciatis incidunt.,,67.01,Alert Triggered,Malware,Known Pattern B,Logged,Low,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/2372-08-09 08:57:58 Firefox/3.8,Segment B,52.211.146.212,Log Data,Alert Data,Server,87.128.0.0/10,59.192.0.0/10,Europe,Germany,Asia,China
1603,2023-08-09 07:48:05,213.103.78.72,11.180.129.74,17063,34793,ICMP,285,Control,HTTP,Itaque voluptates minus tempore eum ex. Voluptatem eveniet accusantium nesciunt doloribus molestiae.,IoC Detected,49.99,,Malware,Known Pattern A,Logged,High,Mozilla/5.0 (Windows NT 4.0; an-ES; rv:1.9.1.20) Gecko/7113-01-05 06:50:45 Firefox/6.0,Segment C,167.188.75.102,,Alert Data,Firewall,213.103.0.0/17,,Europe,Netherlands,,
1604,2023-08-10 00:24:41,197.82.178.20,56.191.40.172,46203,17119,ICMP,606,Control,DNS,Eos consequuntur neque repellat. Quia ipsa necessitatibus assumenda. Atque provident impedit. At repellendus velit in.,,75.24,,Malware,Known Pattern A,Logged,High,Opera/9.59.(X11; Linux x86_64; hy-AM) Presto/2.9.186 Version/11.00,Segment A,118.14.43.151,,,Server,197.64.0.0/11,,Africa,South Africa,,
1605,2023-08-10 01:09:07,172.9.95.218,182.174.141.174,57666,48132,ICMP,438,Data,DNS,"Sed eum rerum ea dolor. Beatae ea culpa dolores.
Aperiam delectus repudiandae itaque corporis aspernatur. Corrupti deleniti unde temporibus.",,41.05,,Malware,Known Pattern A,Ignored,Low,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; an-ES) AppleWebKit/531.11.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6531.11.1",Segment A,,,,Server,,182.174.0.0/15,,,Asia,China
1606,2023-08-10 09:54:14,69.195.109.71,217.202.17.58,40251,28082,TCP,667,Data,FTP,Odit necessitatibus quas pariatur doloremque pariatur. Dolor quibusdam dignissimos quibusdam possimus exercitationem animi blanditiis. Ea ipsa nostrum officia blanditiis laborum nostrum.,,1.17,,DDoS,Known Pattern A,Logged,Medium,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_4) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/40.0.823.0 Safari/533.0",Segment B,,Log Data,,Server,,217.200.0.0/14,,,Europe,Italy
1607,2023-08-10 20:44:20,217.147.185.171,175.92.223.203,60421,21564,ICMP,904,Control,DNS,"Quo eum officiis repellendus officiis. Tenetur sed ipsa amet.
Consectetur ipsum ad libero magni fugiat. Reiciendis sapiente voluptates quaerat impedit omnis hic.",,83.14,Alert Triggered,Malware,Known Pattern B,Blocked,High,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_6 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) CriOS/60.0.813.0 Mobile/68R150 Safari/534.0",Segment C,,Log Data,,Server,217.147.176.0/20,175.64.0.0/11,Europe,United Kingdom,Asia,China
1608,2023-08-11 00:00:14,178.96.5.133,150.10.106.40,11193,6055,TCP,1243,Control,FTP,Exercitationem nisi iure est labore. Id officia minima repudiandae. Hic a ratione ut voluptatibus reprehenderit eum.,,93.72,,Malware,Known Pattern A,Ignored,Low,Opera/8.67.(X11; Linux i686; sa-IN) Presto/2.9.182 Version/12.00,Segment C,,Log Data,,Firewall,178.96.0.0/12,150.8.0.0/13,Europe,United Kingdom,Asia,Japan
1609,2023-08-11 04:56:45,80.208.31.199,152.40.37.63,6177,59360,UDP,174,Control,FTP,"Ab tempora nobis impedit molestias. Dolorum est perferendis nostrum beatae voluptate.
Ut culpa sed deserunt tenetur. Accusamus molestiae unde ea.",,93.59,,Malware,Known Pattern B,Ignored,Medium,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/534.49.1 (KHTML, like Gecko) Version/4.0.3 Safari/534.49.1",Segment A,20.77.8.118,,,Server,80.208.0.0/14,,Europe,Denmark,,
1610,2023-08-11 07:44:05,24.22.149.26,146.21.102.253,13158,15042,UDP,491,Control,FTP,"Unde enim porro voluptatem. Voluptatibus eligendi qui provident ducimus dolore dolores.
Distinctio laborum ut. Omnis illum quis. Ipsam ea dolorum quis sint nam.",,14.41,,DDoS,Known Pattern B,Blocked,High,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/29.0.868.0 Safari/534.0",Segment C,,,,Firewall,,146.21.0.0/16,,,Europe,Sweden
1611,2023-08-11 09:21:02,144.25.158.239,109.197.80.147,41801,19629,UDP,512,Data,HTTP,Voluptate quis enim sit saepe iste maiores. Vero amet error iste neque. Voluptas repudiandae sapiente illo omnis.,IoC Detected,77.07,Alert Triggered,Intrusion,Known Pattern A,Blocked,Low,Opera/8.58.(X11; Linux i686; ia-FR) Presto/2.9.173 Version/10.00,Segment A,179.208.214.250,,,Server,,109.197.80.0/21,,,Europe,Romania
1612,2023-08-11 14:51:06,206.233.16.29,60.82.197.15,45320,57043,TCP,541,Data,FTP,"Numquam earum dicta fugit a. Animi quis exercitationem.
Itaque dolores asperiores repellendus. Inventore quasi ipsum.
Numquam pariatur tempora iste. Velit sit laborum fugiat eum corrupti incidunt.",IoC Detected,60.57,,Intrusion,Known Pattern A,Ignored,Low,"Mozilla/5.0 (iPad; CPU iPad OS 14_2 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) CriOS/33.0.854.0 Mobile/58X210 Safari/531.1",Segment B,73.24.16.238,,,Server,,60.64.0.0/10,,,Asia,Japan
1613,2023-08-12 03:30:35,29.90.12.40,152.247.148.229,48208,33476,UDP,1374,Control,DNS,"Eum dolor nemo quod. Ducimus quam illum perspiciatis sequi. Occaecati enim dolor adipisci numquam.
Et alias exercitationem hic. Ipsa vitae ipsa totam eos facere dolor.",,66.51,,Malware,Known Pattern A,Blocked,Low,"Mozilla/5.0 (iPad; CPU iPad OS 4_2_1 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) FxiOS/14.8b4761.0 Mobile/93K769 Safari/531.1",Segment A,,,,Firewall,,152.240.0.0/12,,,South America,Brazil
1614,2023-08-12 21:01:32,136.105.202.25,145.213.122.137,19481,44896,TCP,963,Control,FTP,"Fuga explicabo sequi alias necessitatibus. Excepturi unde doloribus ab quis.
In quam vel ducimus debitis est. Rerum commodi aliquam. Quaerat placeat doloremque eius fugit ab aperiam.",IoC Detected,16.7,,DDoS,Known Pattern B,Blocked,Low,Opera/9.17.(X11; Linux x86_64; mhr-RU) Presto/2.9.165 Version/10.00,Segment A,161.114.212.199,,Alert Data,Firewall,,145.208.0.0/13,,,Europe,Netherlands
1615,2023-08-12 21:16:06,87.52.22.73,130.94.1.153,30777,63676,ICMP,1175,Data,HTTP,Ipsam quia temporibus placeat. Quibusdam nobis vero amet suscipit neque est. Architecto minima in id quia laboriosam eum.,IoC Detected,21.2,,Malware,Known Pattern B,Blocked,Medium,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/4430-12-26 15:41:47 Firefox/3.8,Segment C,,Log Data,Alert Data,Server,87.52.0.0/15,,Europe,Denmark,,
1616,2023-08-12 23:39:12,182.139.152.91,170.216.124.218,38518,32111,TCP,585,Control,FTP,Tempore cumque voluptates saepe modi ratione blanditiis id. Voluptatem aspernatur consequatur amet rerum. Ipsa ipsam tempora corporis nemo.,,72.29,,Intrusion,Known Pattern B,Blocked,Low,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/22.0.820.0 Safari/535.1",Segment A,,,,Server,182.128.0.0/12,,Asia,China,,
1617,2023-08-13 00:28:39,153.226.167.239,141.112.190.188,51951,55375,TCP,229,Control,FTP,Vero nemo ab dignissimos. Ad aliquam cupiditate nostrum fugiat. Culpa ipsum numquam aut consequuntur.,,80.16,Alert Triggered,Intrusion,Known Pattern A,Logged,High,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/15.0.805.0 Safari/533.2",Segment A,138.245.236.40,,Alert Data,Server,153.224.0.0/12,,Asia,Japan,,
1618,2023-08-13 02:01:00,122.224.107.192,90.119.55.7,29202,31321,UDP,406,Control,DNS,Nam tenetur ad vero molestiae. Consequuntur optio aliquid sunt fuga culpa. Officiis beatae corporis provident beatae nemo. Voluptate quo illo reiciendis.,,84.86,,Intrusion,Known Pattern A,Ignored,Medium,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/4.1),Segment A,,Log Data,Alert Data,Server,122.224.0.0/12,90.96.0.0/11,Asia,China,Europe,France
1619,2023-08-13 03:29:58,81.243.85.108,118.23.164.146,9931,22088,UDP,1134,Control,HTTP,Dicta illo blanditiis iure. Fugit fuga incidunt ut temporibus at alias. Hic libero officia hic voluptatum.,,79.85,,DDoS,Known Pattern B,Blocked,High,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/5.0),Segment C,171.211.218.80,Log Data,,Firewall,81.240.0.0/14,118.16.0.0/13,Europe,Belgium,Asia,Japan
1620,2023-08-13 04:40:11,83.255.209.188,167.108.140.3,32802,45575,UDP,1013,Data,DNS,A odio at asperiores soluta. Blanditiis beatae quisquam animi hic nam veritatis.,,88.29,,DDoS,Known Pattern B,Logged,Low,Mozilla/5.0 (Android 4.3.1; Mobile; rv:17.0) Gecko/17.0 Firefox/17.0,Segment A,,Log Data,Alert Data,Firewall,83.248.0.0/13,167.108.0.0/16,Europe,Sweden,South America,Uruguay
1621,2023-08-13 05:04:33,171.90.210.59,203.19.65.33,61970,34367,ICMP,302,Data,HTTP,"Eveniet perferendis officiis aperiam impedit sint. Sequi repudiandae expedita excepturi provident in quas.
Cupiditate quibusdam soluta perspiciatis neque magnam ducimus aut. Minima dignissimos magni.",,70.98,Alert Triggered,Malware,Known Pattern A,Logged,High,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/3.0),Segment C,156.136.170.64,Log Data,,Server,171.80.0.0/12,203.19.65.0/24,Asia,China,Oceania,Australia
1622,2023-08-14 00:08:13,13.208.49.197,217.254.205.41,15975,46498,ICMP,303,Control,FTP,Ad aliquam incidunt. Iure hic quis illum voluptatum. Est nisi quae voluptate.,IoC Detected,2.45,Alert Triggered,Malware,Known Pattern B,Blocked,Medium,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/5.0),Segment A,81.59.128.71,,,Firewall,,217.224.0.0/11,,,Europe,Germany
1623,2023-08-14 12:04:10,142.93.207.111,42.159.102.87,57371,56319,TCP,428,Data,FTP,"Ea sapiente itaque ipsum odit animi. Voluptas inventore rem optio.
Totam possimus recusandae nisi ea perferendis occaecati cumque. Quaerat enim distinctio numquam.",,52.31,,DDoS,Known Pattern A,Ignored,High,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_5 rv:5.0; ps-AF) AppleWebKit/535.40.7 (KHTML, like Gecko) Version/5.1 Safari/535.40.7",Segment C,9.144.112.113,Log Data,Alert Data,Firewall,,42.158.0.0/15,,,Asia,China
1624,2023-08-15 00:41:10,141.238.166.55,90.146.163.111,7387,23831,UDP,1466,Control,DNS,"Accusantium voluptas delectus. Libero labore similique laboriosam. Veniam laudantium consequatur cupiditate aliquid est aliquam.
Aspernatur ipsa minima magnam tempora cumque reiciendis.",IoC Detected,82.2,,Malware,Known Pattern B,Logged,Low,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) CriOS/51.0.853.0 Mobile/02L420 Safari/531.1",Segment C,29.149.52.18,,Alert Data,Firewall,,90.146.0.0/16,,,Europe,Austria
1625,2023-08-15 01:34:51,25.124.8.12,217.11.172.90,43273,52663,ICMP,684,Control,FTP,Officia qui culpa nemo sed adipisci repellat. Ratione reprehenderit cum nobis. Quasi reiciendis mollitia assumenda eum.,IoC Detected,88.59,Alert Triggered,DDoS,Known Pattern B,Logged,Low,Mozilla/5.0 (Android 2.3.4; Mobile; rv:25.0) Gecko/25.0 Firefox/25.0,Segment A,,Log Data,,Firewall,25.0.0.0/8,217.11.160.0/20,Europe,United Kingdom,Asia,Georgia
1626,2023-08-15 05:56:50,88.148.96.99,87.164.229.199,51418,21992,TCP,622,Data,FTP,Cumque doloribus corporis nisi laboriosam animi. Vitae explicabo at aut quam reiciendis quos. Veritatis adipisci consequatur veniam.,,7.67,Alert Triggered,DDoS,Known Pattern B,Blocked,Low,Opera/9.93.(X11; Linux x86_64; ht-HT) Presto/2.9.187 Version/10.00,Segment A,,,Alert Data,Firewall,88.148.0.0/17,87.128.0.0/10,Europe,Spain,Europe,Germany
1627,2023-08-16 01:37:06,155.249.212.104,13.250.177.11,27945,4406,ICMP,282,Control,FTP,"Dolore blanditiis animi doloremque sapiente aliquid quas. Delectus itaque deleniti itaque vero.
Magni aut facilis nulla. Modi aperiam tempore reiciendis.",IoC Detected,66.84,Alert Triggered,DDoS,Known Pattern B,Logged,High,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/3.1),Segment B,,Log Data,Alert Data,Firewall,155.249.0.0/16,,Europe,United Kingdom,,
1628,2023-08-16 23:24:21,194.179.128.135,96.222.72.100,45681,59038,ICMP,876,Control,HTTP,Placeat debitis beatae neque asperiores aperiam modi. Natus aliquam libero quidem dignissimos officia.,IoC Detected,46.51,,Malware,Known Pattern B,Logged,Low,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.01; Trident/3.1),Segment A,,,Alert Data,Server,194.179.128.0/17,,Europe,Italy,,
1629,2023-08-17 02:42:13,41.104.252.8,178.196.96.51,5217,45968,ICMP,372,Data,HTTP,"Adipisci ea molestiae consequatur. Veniam laborum ut esse.
Ipsum voluptatum quae doloribus animi earum dicta nihil. Vero earum fuga quibusdam reprehenderit.",IoC Detected,48.64,,DDoS,Known Pattern A,Ignored,High,Opera/8.35.(Windows NT 6.0; km-KH) Presto/2.9.172 Version/10.00,Segment A,2.226.83.132,Log Data,,Firewall,41.96.0.0/12,178.196.0.0/15,Africa,Algeria,Europe,Switzerland
1630,2023-08-17 15:44:05,147.176.173.38,84.181.242.91,45892,21225,UDP,1358,Control,HTTP,Amet iure ex voluptates eaque omnis repellendus. Officia harum reprehenderit deserunt et aspernatur quo. Iusto tenetur quisquam aperiam eos at distinctio.,,45.08,Alert Triggered,DDoS,Known Pattern A,Logged,High,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; cs-CZ) AppleWebKit/534.24.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6534.24.2",Segment A,24.69.156.177,,,Server,147.176.0.0/16,84.128.0.0/10,Asia,Japan,Europe,Germany
1631,2023-08-18 04:19:13,35.90.162.122,145.157.166.73,1591,2937,UDP,1365,Control,HTTP,"Enim eveniet architecto atque. Quibusdam animi eaque.
Explicabo adipisci fugiat accusamus. Vitae dolor molestiae rem repellat earum commodi. Quidem optio doloribus tempore odio.",IoC Detected,26.77,Alert Triggered,Intrusion,Known Pattern B,Logged,Medium,Opera/9.71.(Windows NT 6.0; bo-CN) Presto/2.9.169 Version/12.00,Segment C,,,Alert Data,Firewall,,145.144.0.0/12,,,Europe,Netherlands
1632,2023-08-18 19:57:58,150.53.179.49,173.90.86.117,62036,62107,TCP,1071,Data,HTTP,"Nulla quia neque quis molestias magnam. Temporibus autem minima voluptatem. Id libero eius sint ipsum reiciendis.
Similique totam inventore accusamus consequatur a.",IoC Detected,74.12,Alert Triggered,Malware,Known Pattern A,Ignored,Medium,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/5.1),Segment B,191.251.236.250,,Alert Data,Server,150.32.0.0/11,,Asia,Japan,,
1633,2023-08-18 21:00:20,221.82.145.216,163.146.21.179,51504,46249,TCP,336,Control,HTTP,Nisi totam sit numquam praesentium illum porro. Aut nihil cum voluptas sit. Commodi rerum quas eum sapiente suscipit.,IoC Detected,42.25,Alert Triggered,Intrusion,Known Pattern B,Ignored,Low,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.1; Trident/3.0),Segment A,198.82.40.97,Log Data,,Server,221.64.0.0/11,163.144.0.0/14,Asia,Japan,Asia,Japan
1634,2023-08-19 02:37:44,50.191.15.134,123.130.101.63,62088,30049,ICMP,147,Control,FTP,Modi placeat magnam consequuntur. Et veritatis occaecati dolor. Illo nihil accusantium laudantium fugiat commodi et.,,81.26,Alert Triggered,Intrusion,Known Pattern B,Logged,High,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/60.0.870.0 Safari/531.0",Segment C,,,Alert Data,Firewall,,123.128.0.0/13,,,Asia,China
1635,2023-08-19 07:30:19,92.119.47.84,142.64.156.235,5702,40615,ICMP,657,Control,FTP,Maxime voluptatem labore natus architecto pariatur eligendi. Cupiditate excepturi possimus animi tempore vel dolorum. Sit aliquam maiores excepturi sint.,,94.27,Alert Triggered,Malware,Known Pattern B,Logged,Medium,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_6 rv:4.0; aa-ET) AppleWebKit/533.11.1 (KHTML, like Gecko) Version/4.0.5 Safari/533.11.1",Segment A,114.179.248.52,Log Data,,Firewall,92.118.0.0/15,,Europe,Greece,,
1636,2023-08-19 16:40:19,90.212.23.56,68.159.228.93,51523,35455,TCP,425,Control,DNS,Similique aperiam dolorum quae debitis quia deleniti tempore. Reprehenderit similique voluptatum cum fugiat labore maiores. Magni suscipit harum in.,,98.62,,DDoS,Known Pattern A,Logged,High,Mozilla/5.0 (Android 4.3.1; Mobile; rv:64.0) Gecko/64.0 Firefox/64.0,Segment A,,,Alert Data,Firewall,90.192.0.0/11,,Europe,United Kingdom,,
